REGION,SUBREGION,COUNTRY,LOCATION,LAT,LON,MONTH,YEAR,DEPTH,SEVERITY_CODE,BLEACHING_SEVERITY,CORAL_FAMILY,CORAL_SPECIES,PERCENTAGE_AFFECTED,BLEACHING_DURATION,MORTALITY_CODE,MORTALITY,RECOVERY_CODE,RECOVERY,SURVEY_TYPE,SURVEY_AREA,WATER_TEMPERATURE,OTHER_FACTORS,REMARKS
Americas,Mesoamerica,Mexico,"Faro Viejo, Mahahual",18.68084,-87.71415,5,2005,5.8m,1,Low,,,28.571428571428569,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 7
; Number of bleached colonies: 2"
Americas,Mesoamerica,Mexico,"Faro Viejo, Mahahual",18.71956,-87.69945,5,2005,9.1m,1,Low,,,28,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 25
; Number of bleached colonies: 7"
Americas,Mesoamerica,Mexico,"La Colonia, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05138,-87.46275,10,2004,6.85m,1,Low,,,25,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 4
; Number of bleached colonies: 1"
Americas,Mesoamerica,Mexico,"La Colonia, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.78637,-87.42628,10,2004,19.8m,2,Medium,,,52.380952380952387,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 21
; Number of bleached colonies: 11"
Americas,Mesoamerica,Mexico,"La Colonia, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.78637,-87.42628,10,2004,0m,2,Medium,,,45.454545454545453,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 11
; Number of bleached colonies: 5"
Americas,Mesoamerica,Mexico,"La Colonia, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.93333,-87.43213,10,2004,15.2m,2,Medium,,,52.380952380952387,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 21
; Number of bleached colonies: 11"
Americas,Mesoamerica,Mexico,"La Colonia, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.93333,-87.43213,10,2004,18.3m,3,HIGH,,,72.727272727272734,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 11
; Number of bleached colonies: 8"
Americas,Mesoamerica,Mexico,"La Colonia, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.88328,-87.42607,2,2005,6.45m,1,Low,,,8.3333333333333321,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 12
; Number of bleached colonies: 1"
Americas,Mesoamerica,Mexico,"La Colonia, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.88328,-87.42607,2,2005,6.7m,0,No Bleaching,,,0,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 10
; Number of bleached colonies: 0"
Americas,Mesoamerica,Mexico,"La Colonia, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.0169,-87.46215,3,2005,8.35m,0,No Bleaching,,,0,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 12
; Number of bleached colonies: 0"
Americas,Mesoamerica,Mexico,"La Colonia, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05138,-87.46275,11,2004,12.8m,1,Low,,,18.75,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 16
; Number of bleached colonies: 3"
Americas,Mesoamerica,Mexico,"La Colonia, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05138,-87.46275,11,2004,20.4m,1,Low,,,25,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 16
; Number of bleached colonies: 4"
Americas,Mesoamerica,Mexico,"La Colonia, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.01498,-87.46475,2,2005,4.85m,0,No Bleaching,,,0,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 5
; Number of bleached colonies: 0"
Americas,Mesoamerica,Mexico,"La Colonia, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.01498,-87.46475,2,2005,5.65m,0,No Bleaching,,,0,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 20
; Number of bleached colonies: 0"
Americas,Mesoamerica,Mexico,"La Colonia, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.052,-87.46625,5,2005,7.6m,2,Medium,,,50,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 16
; Number of bleached colonies: 8"
Americas,Mesoamerica,Mexico,"La Colonia, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.052,-87.46625,5,2005,7.6m,2,Medium,,,53.846153846153847,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 13
; Number of bleached colonies: 7"
Americas,Mesoamerica,Mexico,"La Colonia, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.01498,-87.46475,5,2005,6.4m,1,Low,,,28.571428571428569,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 7
; Number of bleached colonies: 2"
Americas,Mesoamerica,Mexico,"La Colonia, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05045,-87.47035,5,2005,3.05m,1,Low,,,16.666666666666664,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 6
; Number of bleached colonies: 1"
Americas,Mesoamerica,Mexico,"La Colonia, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.78693,-87.4331,6,2005,11.75m,1,Low,,,20,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 15
; Number of bleached colonies: 3"
Americas,Mesoamerica,Mexico,"La Colonia, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.78637,-87.42628,6,2005,18.3m,2,Medium,,,38.461538461538467,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 26
; Number of bleached colonies: 10"
Americas,Mesoamerica,Mexico,"La Colonia, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.78637,-87.42628,6,2005,17.4m,0,No Bleaching,,,0,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 11
; Number of bleached colonies: 0"
Americas,Mesoamerica,Mexico,"La Colonia, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.78637,-87.42628,6,2005,16.8m,1,Low,,,31.578947368421051,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 19
; Number of bleached colonies: 6"
Americas,Mesoamerica,Mexico,"La Colonia, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.03995,-87.46965,6,2005,3.2m,2,Medium,,,33.333333333333329,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 18
; Number of bleached colonies: 6"
Americas,Mesoamerica,Mexico,"La Colonia, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.93333,-87.43213,6,2005,18.3m,1,Low,,,22.222222222222221,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 9
; Number of bleached colonies: 2"
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.72411,-87.69834,5,2005,4.95m,1,Low,,,18.75,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 16
; Number of bleached colonies: 3"
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.70686,-87.70576,5,2005,9.75m,2,Medium,,,36.363636363636367,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,Number of colonies observed: 22; Number of bleached colonies: 8
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.65949,-87.71653,5,2005,10.05m,1,Low,,,5.8823529411764701,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 34
; Number of bleached colonies: 2"
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.66717,-87.71423,5,2005,16.05m,1,Low,,,9.3023255813953494,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 43
; Number of bleached colonies: 4"
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.68084,-87.71415,5,2005,5.8m,0,No Bleaching,,,0,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 6
; Number of bleached colonies: 0"
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.68717,-87.71223,6,2005,7.3m,2,Medium,,,57.142857142857139,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 7
; Number of bleached colonies: 4"
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.66717,-87.71423,8,2005,13.85m,1,Low,,,31.818181818181817,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 22
; Number of bleached colonies: 7"
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.72411,-87.69834,8,2005,4.6m,1,Low,,,9.0909090909090917,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 11
; Number of bleached colonies: 1"
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.724,-87.69676,7,2005,10.15m,1,Low,,,5.8823529411764701,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 17
; Number of bleached colonies: 1"
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.724,-87.69676,7,2005,10.1m,1,Low,,,10,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 30
; Number of bleached colonies: 3"
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.68092,-87.71259,8,2005,10.25m,1,Low,,,26.315789473684209,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 19
; Number of bleached colonies: 5"
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.68092,-87.71259,8,2005,9.6m,1,Low,,,15,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 20
; Number of bleached colonies: 3"
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.68064,-87.71131,8,2005,14.8m,1,Low,,,3.7037037037037033,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 27
; Number of bleached colonies: 1"
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.66717,-87.71423,5,2005,15.5m,1,Low,,,3.7037037037037033,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 27
; Number of bleached colonies: 1"
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.70703,-87.70684,6,2005,4.75m,1,Low,,,11.111111111111111,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 9
; Number of bleached colonies: 1"
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.70703,-87.70684,6,2005,4.6m,0,No Bleaching,,,0,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 6
; Number of bleached colonies: 0"
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.70703,-87.70684,6,2005,4.6m,0,No Bleaching,,,0,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 4
; Number of bleached colonies: 0"
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.65963,-87.71564,6,2005,15.75m,1,Low,,,26.086956521739129,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 23
; Number of bleached colonies: 6"
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.65961,-87.71934,6,2005,5.2m,0,No Bleaching,,,0,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 2
; Number of bleached colonies: 0"
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.724,-87.69676,5,2005,8.5m,1,Low,,,30.76923076923077,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 13
; Number of bleached colonies: 4"
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.724,-87.69676,5,2005,8.8m,1,Low,,,20,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 10
; Number of bleached colonies: 2"
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.66717,-87.71726,5,2005,5.8m,0,No Bleaching,,,0,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 6
; Number of bleached colonies: 0"
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.66717,-87.71726,5,2005,5.8m,3,HIGH,,,100,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 1
; Number of bleached colonies: 1"
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.70703,-87.70684,3,2006,5.35m,2,Medium,,,52.941176470588239,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 17
; Number of bleached colonies: 9"
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.70703,-87.70684,3,2006,5.25m,1,Low,,,26.315789473684209,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 19
; Number of bleached colonies: 5"
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.68064,-87.71131,3,2006,14.2m,3,HIGH,,,66.666666666666657,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 27
; Number of bleached colonies: 18"
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.68064,-87.71131,3,2006,13.35m,2,Medium,,,65.384615384615387,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 26
; Number of bleached colonies: 17"
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.70659,-87.70395,3,2006,15m,2,Medium,,,56,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 25
; Number of bleached colonies: 14"
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.72411,-87.69834,3,2006,4.75m,1,Low,,,20,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 15
; Number of bleached colonies: 3"
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.72411,-87.69834,3,2006,4.75m,2,Medium,,,38.461538461538467,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 13
; Number of bleached colonies: 5"
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.724,-87.69676,2,2006,7.8m,1,Low,,,20,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 25
; Number of bleached colonies: 5"
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.68092,-87.71259,2,2006,10.05m,2,Medium,,,35.714285714285715,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 28
; Number of bleached colonies: 10"
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.724,-87.69676,2,2006,8.8m,1,Low,,,28.125,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 32
; Number of bleached colonies: 9"
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.724,-87.69676,2,2006,7.75m,2,Medium,,,34.482758620689658,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 29
; Number of bleached colonies: 10"
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.70686,-87.70576,2,2006,10.05m,2,Medium,,,60,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 20
; Number of bleached colonies: 12"
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.724,-87.69676,2,2006,8m,2,Medium,,,36,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 25
; Number of bleached colonies: 9"
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.70686,-87.70576,2,2006,9.8m,2,Medium,,,42.857142857142854,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 21
; Number of bleached colonies: 9"
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.70659,-87.70395,12,2005,13.4m,2,Medium,,,60,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 25
; Number of bleached colonies: 15"
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.70659,-87.70395,12,2005,15.4m,2,Medium,,,56.81818181818182,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 44
; Number of bleached colonies: 25"
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.70659,-87.70395,12,2005,15.25m,1,Low,,,32.432432432432435,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 37
; Number of bleached colonies: 12"
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.68084,-87.71415,12,2005,5.8m,0,No Bleaching,,,0,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 3
; Number of bleached colonies: 0"
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.68084,-87.71415,12,2005,5.8m,0,No Bleaching,,,0,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 6
; Number of bleached colonies: 0"
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.70703,-87.70684,11,2005,6.4m,1,Low,,,23.076923076923077,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 26
; Number of bleached colonies: 6"
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.71956,-87.69945,11,2005,10.5m,1,Low,,,16.666666666666664,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 30
; Number of bleached colonies: 5"
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.71956,-87.69945,11,2005,10.25m,1,Low,,,16.666666666666664,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 30
; Number of bleached colonies: 5"
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.63434,-87.71993,8,2005,10.4m,1,Low,,,28.571428571428569,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 14
; Number of bleached colonies: 4"
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.71956,-87.69945,11,2005,9.45m,2,Medium,,,58.333333333333336,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 24
; Number of bleached colonies: 14"
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.70703,-87.70684,11,2005,6.55m,2,Medium,,,41.17647058823529,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 17
; Number of bleached colonies: 7"
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.724,-87.69676,8,2005,9.9m,1,Low,,,25,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 36
; Number of bleached colonies: 9"
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.71956,-87.69945,8,2005,8.65m,1,Low,,,25,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 32
; Number of bleached colonies: 8"
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.70686,-87.70576,8,2005,10.4m,2,Medium,,,42.105263157894733,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 19
; Number of bleached colonies: 8"
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.68084,-87.71415,8,2005,5.8m,2,Medium,,,33.333333333333329,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 6
; Number of bleached colonies: 2"
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.68084,-87.71415,8,2005,5.35m,1,Low,,,25,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 4
; Number of bleached colonies: 1"
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.66723,-87.71551,9,2005,10.2m,1,Low,,,8.3333333333333321,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 12
; Number of bleached colonies: 1"
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.70686,-87.70576,11,2005,9.6m,2,Medium,,,50,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 26
; Number of bleached colonies: 13"
